Country Code,Country Name,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Region,IncomeGroup,SpecialNotes,TableName,X6
LBN,Lebanon,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,20200,20800,21400,22700,23800,22400,23500,21400,22800,23000,22500,19400,15200,19000,13000,11100,8200,8500,11300,6800,10300,9300,10000,9400,9900,10900,9700,10300,10100,10100,10435,10317,10808,10819,11807,12013,11274,12172,12306,13532,19882,21306,21880,23568,23580,24066,24549,25550,25740,0,Middle East & North Africa,Upper middle income,0,Lebanon,0
LBR,Liberia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1400,1400,1500,1500,1700,1800,7100,7600,8000,6000,2800,2800,2800,2900,2900,2300,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sub-Saharan Africa,Low income,Pre-2000 data will be revised further for consistency and quality purpose.,Liberia,0
LBY,Libya,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,6200,6600,7400,8400,8800,9500,9800,11100,11100,11600,12200,13400,14900,16500,16700,16600,15400,14400,16400,17000,18200,19000,14400,9100,7100,5800,6100,6000,6000,6100,6194,5884,5884,6414,8042,13335,12657,13477,9930,9812,34878.07717,27770.50206,16514.43158,32064,26414,13298,10764,9686,7412.428754,0,Middle East & North Africa,Upper middle income,0,Libya,0
LCA,St. Lucia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin America & Caribbean,Upper middle income,0,St. Lucia,0
LIE,Liechtenstein,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe & Central Asia,High income,0,Liechtenstein,0
LKA,Sri Lanka,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,4400,5200,4400,2900,4200,4400,4000,5300,3100,1700,3800,4100,3500,5400,5900,6700,5800,5800,6100,6900,7900,8200,9100,8900,8900,8900,8800,8800,9300,10100,5206,11386,10480,12603,18699,19712,20979,21020,20512,16632,20921,26052,31373,32636.4,37517,37598,40711,41012,34425,0,South Asia,Upper middle income,0,Sri Lanka,0
LSO,Lesotho,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,1000,1000,3300,4900,3100,3100,4600,3000,3100,4700,4800,3900,2200,4600,4600,4600,1900,1100,2400,1800,1400,700,2100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY.,Lesotho,0
LTU,Lithuania,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700,4800,6500,6600,6600,8100,9700,11100,10197,10418,9613,9839,11224,11930,11059,10823,12238,11633,4972.63491,7122,11874,9900,12622,12199,9719,12151,2375,0,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",Lithuania,0
LUX,Luxembourg,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,7100,9100,8200,7500,7900,8000,8200,8300,8600,8600,6000,6200,7300,6900,7500,7900,9200,10300,10400,10600,12300,13200,15200,15300,18900,7300,8200,23200,24600,29900,34007,38239,25102,40831,42447,42304,43777,47209,47639,51932,38716,38937,43021,44059,47215,48569,48255,48289,51824,0,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Luxembourg,0
LVA,Latvia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,4700,5400,5200,10900,8200,9900,9100,9816,9508,9364,10360,16159,23112,29067,28182,28915,27123,54589,54241,46732,43836,42107,41376,42392,47885,54356,0,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",Latvia,0
MAC,"Macao SAR, China","Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11673,14161,15378,14355,21126,23572,25154,25016,19009,14258,13411,14368,15890,17859,20158,21472,23574,22924,24411,0,East Asia & Pacific,High income,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.","Macao SAR, China",0
MAF,St. Martin (French part),"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin America & Caribbean,High income,0,St. Martin (French part),0
MAR,Morocco,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,10100,12900,12800,16800,17200,19500,24500,25200,25000,24400,14800,17200,8700,17800,13700,11600,12200,12600,13600,14100,27100,18600,25800,37400,34500,32700,32000,35100,40100,43900,44542,44262,37160,35937,41526,48651,55239,68847,61298,62037,75306,69940.91248,61161.3007,68700,72345,75044,80085,86735,80154,0,Middle East & North Africa,Lower middle income,0,Morocco,0
MCO,Monaco,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,5800,5800,5800,9400,9400,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12700,28900,31479,29905,14959,14024,12022,12249,14092,15170,13071,10351,10067,10603,11034.54545,10956,10928.727,10728,611,3,3,0,Europe & Central Asia,High income,0,Monaco,0
MDA,Moldova,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,3800,1600,3300,1100,3682,3866,3862,4333,4657,4392,4248,4654,4933,5047,6571,7147,6560,7500,8400,8739,9625,14116,13590,0,Europe & Central Asia,Lower middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova,0
MDG,Madagascar,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,17600,17600,16200,16000,16500,16600,20500,23100,24300,23900,24500,21000,15100,15000,16500,16200,15600,15700,16100,15300,17200,14300,15300,16900,16200,17800,17200,16800,18300,18600,20491,20129,9433,17202,18016,17911,14142,37310,11861,9566,11714,12332.72727,13267,9451,10385,8852,7230,7650,10170,0,Sub-Saharan Africa,Low income,0,Madagascar,0
MDV,Maldives,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,600,700,700,800,500,500,500,500,800,900,700,700,700,800,800,800,800,2600,4000,4100,3300,6000,4400,5970,3286,3417,3520,4224,4520,5108,5006,5006,4971,0,0,0,0,26849,31472,33006,33904,26789,0,South Asia,Upper middle income,0,Maldives,0
MEX,Mexico,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,56500,49600,64800,91200,101600,112100,115300,111900,115200,129300,177100,151800,144800,202300,200700,204600,187100,189000,141400,152200,177300,189300,228400,246600,272100,225100,222700,264100,292100,328300,290412,292208,278456,287017,330441,331225,317856,309633,266244,222356,445796.033,386063.9941,415279.823,435792.09,457921.907,508614,555984,567921,590727,0,Latin America & Caribbean,Upper middle income,0,Mexico,0
MHL,Marshall Islands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2600,2800,3300,3300,5500,5500,8800,8300,4600,3900,3600,3700,2324,2744,3876,3911,3683,3083,3573,3508,3510,3480,0,0,0,0,0,0,0,2218,2244,0,East Asia & Pacific,Upper middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY.,Marshall Islands,0
MKD,North Macedonia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,3400,3500,4900,3900,7600,6400,8047,4673,1964,2263,2398,2277,2368,2605,2813,1389,0,0,0,0,0,0,0,0,0,0,Europe & Central Asia,Upper middle income,0,North Macedonia,0
MLI,Mali,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,3600,2800,2700,2600,2600,2600,2900,3100,3100,3700,3800,3600,3800,3600,3400,3100,1700,100,0,0,0,0,1100,1300,1300,1300,1500,1500,1500,1500,1518,716,0,0,0,0,0,0,0,0,4656,5580,2753,360,0,0,0,0,0,0,Sub-Saharan Africa,Low income,0,Mali,0
MLT,Malta,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,2400,1900,1500,1700,2100,2400,2400,2500,3400,3600,4300,4600,4800,4400,4000,4000,4500,4700,5300,6000,6600,6800,7500,9500,11300,12800,13600,13400,12700,14100,15394,15056,14594,14390,14356,14768,15359,16895,17334,18362,16828,14891,13845,14257,14022,13639,12305,12799,20903,0,Middle East & North Africa,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. National accounts data source from 1995 to 2015 is Eurostat; prior to 1995 is UN. The new reference year is 2010.",Malta,0
MMR,Myanmar,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,21700,22500,22900,23500,17900,17100,17200,17400,17400,18500,19400,19500,21500,22300,21700,22500,22500,22500,22600,13800,13800,13800,13800,13800,13800,14500,14500,14500,14700,11300,10329,9709,20624,20611,24729,26460,28700,29235,29514,28499,20485,32354,37798.82982,38028,49599,51652,65643,62480,64397.96449,0,East Asia & Pacific,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: FY.,Myanmar,0
MNE,Montenegro,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411,0,4978,4974,5560,0,0,0,0,10064.00869,7707,7485,7164,6492,6864,6842,6436,6887,0,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro,0
MNG,Mongolia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9800,17900,10000,10000,10500,10500,4900,4900,2200,6200,5947,6264,7358,6702,5332,6169,6158,5592,4783,6528,7194.258441,9611.028261,4212,5705.56147,5219,6009,5277,7777,0,East Asia & Pacific,Lower middle income,0,Mongolia,0
MNP,Northern Mariana Islands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Asia & Pacific,High income,0,Northern Mariana Islands,0
MOZ,Mozambique,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,8000,4300,5300,5500,6100,5400,5500,6200,4500,2500,2900,3300,4700,4900,5600,5100,4400,3700,3800,3200,3800,4600,5000,5900,6698,7257,7501,7662,8585,9768,10490,10791,10943,11260,13705,12957,13263.25147,19596,19763.59968,18924,15911,11955,10479,0,Sub-Saharan Africa,Low income,0,Mozambique,0
MRT,Mauritania,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,5600,4800,4600,4000,3900,4200,4400,4700,4700,4800,4900,4800,4900,4900,4000,4100,4400,4100,4200,4200,3600,4300,4200,4400,4400,4600,4800,4900,4900,3600,3761,2230,1510,1612,1686,1720,1725,1833,1159,1114,6373,4235,3077,3984,4044,4277,4307,5331,5636.839472,0,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new ouguiya = 10 old ouguiya),Mauritania,0
MUS,Mauritius,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,300,300,300,300,400,400,400,1300,1400,4200,5300,5000,5100,5400,6000,6400,6500,5800,5900,6400,8400,7700,7700,8000,8200,8900,9400,11000,11000,10700,12162,12269,12720,12969,14791,14743,13692,12090,11742,11144,11750,12353,12258,12079,12131,12646,13614,14842,14940,0,Sub-Saharan Africa,Upper middle income,0,Mauritius,0
MWI,Malawi,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,3800,4400,4400,4300,4300,5000,3900,4900,4700,4200,3300,3500,4500,3700,6000,5700,4400,3000,1600,3500,3600,4000,3800,3300,3400,3500,3500,3600,3600,4400,4806,4708,4620,4940,5290,5446,5528,5888,4416,4376,3340.390123,3172,3201.166922,1644,1644,1687,1818,2327,2327,0,Sub-Saharan Africa,Low income,0,Malawi,0
MYS,Malaysia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,27700,31300,38600,63400,70700,72800,73700,71000,71900,75100,88600,97800,95800,95100,95100,94700,94100,101400,109400,111900,130500,145800,164800,164500,175000,178200,188300,194100,174000,164800,169263,169840,189382,166716,170054,176152,163665,185052,176549,182002,302185.2225,336401,343382,430334.4578,443318.55,463740,447001,473610.67,476733,0,East Asia & Pacific,Upper middle income,0,Malaysia,0
NAM,Namibia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,9400,6300,6300,6800,7200,7400,7500,5500,5161,5131,5080,6034,6137,6455,6513,6942,5450,5439,8836,9400,11711,8568,9197,10606,11759,13876,14543,0,Sub-Saharan Africa,Upper middle income,Fiscal year end: March 31; reporting period for national accounts data: CY.,Namibia,0
NCL,New Caledonia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Asia & Pacific,High income,0,New Caledonia,0
NER,Niger,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,2900,2900,2600,2700,2700,2700,2900,2800,2900,2900,3100,3000,2500,2500,2400,1100,2300,2200,2300,1100,500,1200,1100,1300,1300,1300,1500,1500,1500,1500,1518,716,0,0,0,0,0,0,0,0,0,0,1416,1044,407,469,471,471,0,0,Sub-Saharan Africa,Low income,0,Niger,0
NGA,Nigeria,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,9400,11700,14500,16900,17200,19200,24900,30800,33500,35400,39100,37800,26700,28600,27700,37500,32600,30100,19700,15900,17400,14900,12500,11900,11200,6600,5600,6400,7500,8400,12761,10667,13154,8987,8254,10227,16045,16936,18005,16851,61789,68014.27634,65631.50707,59182,61512.45295,61474,53971,53696,77482.72652,0,Sub-Saharan Africa,Lower middle income,0,Nigeria,0
NIC,Nicaragua,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,4400,4700,5000,10100,10100,10500,9800,5900,5900,5900,4200,3600,1800,1900,2200,2300,2000,2000,2000,3600,3900,3900,4200,600,700,800,800,800,800,500,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin America & Caribbean,Lower middle income,0,Nicaragua,0
NLD,Netherlands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,84200,84800,85900,87500,88700,85100,85300,89100,93300,93100,93800,91700,97000,96000,94600,98700,102600,118100,121700,122200,115000,130500,173200,189800,176800,203100,206000,185700,188200,224400,229386,222539,250114,248246,254647,241084,250811,259827,262848,291713,268542.0058,293885.8398,307221,312910,304795,309089,334240,342097,325942.296,0,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Netherlands,0
NOR,Norway,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,83600,96500,110700,120900,126900,137700,141700,149700,150000,167800,171100,158800,161100,169400,177100,190500,229900,233300,222600,221400,233500,228000,253700,249800,259200,266500,279500,301500,305100,334500,320753,306511,270045,248403,254045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe & Central Asia,High income,0,Norway,0
NPL,Nepal,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,11800,11500,11400,12000,12000,11800,12200,12300,12900,16800,17600,17000,16900,16600,19500,20300,20300,16600,24000,25800,25800,23000,22300,21800,25900,27200,28400,28400,28600,12000,12130,12306,4324,4912,5846,6255,6920,6918,6952,6804,45990,44126,34745,30612,19560,19395,24063,58880,71908,0,South Asia,Low income,Fiscal year end: July 14; reporting period for national accounts data: FY.,Nepal,0
NRU,Nauru,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,342,399,116,96,612,707,862,842,842,0,East Asia & Pacific,Upper middle income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Nauru,0
NZL,New Zealand,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,83600,86600,90600,96900,103700,103400,98100,89100,90200,91500,87700,78000,75000,78600,90500,96200,93100,98700,111500,126500,128300,109200,122900,123600,125800,127600,187400,256800,236100,227500,240046,266139,242720,247388,196657,209469,220990,219243,220375,217178,207872,206937,203388,203520,189722,186209,181125,184762,187851,0,East Asia & Pacific,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,New Zealand,0
OMN,Oman,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700,5400,6200,6300,7200,8300,9500,10000,8700,9500,10100,10500,9600,10200,10800,11400,12300,11400,14400,16200,18800,15700,17900,17500,16300,22200,22322,23213,23168,27751,31871,0,0,0,0,25542,32850,35560,39638,46816,47126,56544,61956,71293,76672,0,Middle East & North Africa,High income,0,Oman,0
PAK,Pakistan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,44300,34000,23600,24300,26700,32000,37300,39900,43100,45000,45300,40600,41200,43800,45100,48200,52000,53800,60700,62500,66100,65700,69700,70300,69200,69400,70000,73300,68600,74400,63956,52616,41917,44731,50309,48905,51296,51029,52165,50939,64932,72695,72232,61820,57956,65749,70005,51019,48542,0,South Asia,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Pakistan,0
PAN,Panama,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,16000,16400,16700,11500,11500,9300,10900,11700,10600,11300,8700,6500,9700,6800,6800,6900,7000,7000,7200,6900,5400,5500,7500,9500,10700,16400,16600,17800,21700,21200,25225,24867,21883,25702,27434,30392,33003,40645,46292,66236,73316.7504,79391,82753,135428,132689.7248,137955,143126,112742,119148,0,Latin America & Caribbean,High income,0,Panama,0
PER,Peru,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,16500,11800,15300,15300,28900,29300,30900,31200,30300,29900,32100,31700,32200,32400,29900,28800,32100,35600,33600,26000,22100,21500,21200,25000,30600,37300,35200,43200,44800,37300,29387,44487,37482,36947,46917,60819,56072,61958,67840,65885,84408.11532,100131,106167,115817.3964,117800,129786,129880,130792,141025.363,0,Latin America & Caribbean,Upper middle income,0,Peru,0
PHL,Philippines,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,95100,69000,65300,66900,62700,67800,70000,63400,58000,61700,48900,48300,51100,56800,57000,57700,62900,67400,71200,74200,70100,63200,65100,60800,61600,64000,64700,65500,61800,40300,44547,60511,57193,56235,56647,58944,61712,65212,72333,87028,205318,225789.6836,241698.559,200532,287460,325859,345482,273159,292450,0,East Asia & Pacific,Lower middle income,0,Philippines,0
PLW,Palau,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Asia & Pacific,High income,Fiscal year ends on September 30; reporting period for national accounts data: FY.,Palau,0
PNG,Papua New Guinea,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18800,18900,18100,20400,20300,19200,19100,19400,18300,55400,53900,57300,64700,69500,71400,62400,56700,53200,24700,57800,26800,26800,29300,29600,27100,27512,29826,31147,17704,18712,19606,21935,21700,21751,21450,32741,36364.31978,37309.85769,30012,34068,51680,48892,53696,41545.17078,0,East Asia & Pacific,Lower middle income,0,Papua New Guinea,0
POL,Poland,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,29500,29400,32100,35200,30800,36900,38200,41000,41500,42700,42700,34100,16400,25800,28800,28400,30700,30200,28900,31500,28600,19600,22400,27600,30500,32100,35900,38300,38400,43800,52371,71799,69842,73137,77690,78992,83451,89289,90031,83053,82630,82052,81194,83336,77094,68326,84075,106424,123903,0,Europe & Central Asia,High income,0,Poland,0
PRI,Puerto Rico,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin America & Caribbean,High income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Puerto Rico,0
PRK,"Korea, Dem. People’s Rep.","Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,7600,9100,0,0,0,0,0,4900,4900,5500,5700,5600,5600,5400,5400,5500,5400,5500,5800,5800,5800,5800,6100,6100,6100,6400,6400,6900,1000,1300,1332,1305,1396,1354,1652,1768,1839,1949,1986,1865,725,732,890,3576,498.34024899999997,483,522,460,460,0,East Asia & Pacific,Low income,0,"Korea, Dem. People's Rep.",0
PRT,Portugal,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,47600,53500,58100,65100,66400,32800,28200,29200,30800,31400,33500,34100,35100,35300,33900,31000,31700,34600,39500,40300,45000,47000,59900,63300,65900,71600,80500,94700,97600,117200,112462,96049,112324,117404,127025,148604,119668,138093,159135,123551,111961.4079,129004,131870,158096,157702,160003,154448,170444,182753,0,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Portugal,0
PRY,Paraguay,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,4400,4500,4100,4100,4100,4100,4200,5700,5800,5900,6300,5900,5900,6000,6400,6600,7300,7800,6400,6200,6100,7300,7400,13600,6800,900,10200,4200,4400,8000,7556,8173,8497,8557,9104,10059,9807,10351,10522,9758,6459,6873.73285,6594,6408,5496,4116,3864,3454,4215,0,Latin America & Caribbean,Upper middle income,0,Paraguay,0
PSE,West Bank and Gaza,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Middle East & North Africa,Lower middle income,0,West Bank and Gaza,0
PYF,French Polynesia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Asia & Pacific,High income,0,French Polynesia,0
QAT,Qatar,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700,5400,6200,6300,7200,8300,9500,10000,8700,9500,10100,10500,9600,8800,9400,10000,10900,10000,12900,14700,15200,13400,15400,14400,12300,22600,26652,27049,34364,28370,34931,45964,53327,62689,68818,77178,90819,109525,128402,139869,151703,170582,200927,194389,197811,0,Middle East & North Africa,High income,0,Qatar,0
